"YEAR" "GLOBAL (PgC/y)" "NORTH (PgC/y)" "TROPICS (PgC/y)" "SOUTH (PgC/y)"
1860 -0.0360585562884808 0.999845087528229 -1.10860157012939 0.0726979747414589
1861 0.190726146101952 -0.237485989928246 0.514355361461639 -0.0861432179808617
1862 -0.628154635429382 -0.325577974319458 -0.267353951931 -0.035222701728344
1863 1.09830605983734 0.237541005015373 0.818783462047577 0.0419815443456173
1864 0.37850746512413 -0.0620666705071926 0.358402907848358 0.082171231508255
1865 0.497632443904877 0.0243730526417494 0.373876929283142 0.0993824824690819
1866 -0.755139589309692 -0.133569091558456 -0.688261806964874 0.0666912794113159
1867 0.473812520503998 0.140350103378296 0.298906803131104 0.034555621445179
1868 -0.0680190995335579 -0.00388314831070602 0.0570824518799782 -0.121218405663967
1869 0.197642713785172 0.166801497340202 0.116711437702179 -0.0858702287077904
1870 0.0835319012403488 0.123514838516712 0.0231292899698019 -0.0631122216582298
1871 0.371624797582626 -0.201799243688583 0.557467579841614 0.0159564428031445
1872 1.25263726711273 0.138055607676506 0.984799265861511 0.129782393574715
1873 -0.078843891620636 0.161822140216827 -0.302231460809708 0.0615654326975346
1874 0.377312630414963 0.181833490729332 0.229818269610405 -0.0343391261994839
1875 1.01354491710663 0.0120394229888916 0.905603408813477 0.0959021374583244
1876 -0.609475791454315 -0.0454741902649403 -0.612399160861969 0.048397570848465
1877 1.29127097129822 0.842209577560425 0.401620477437973 0.0474409349262714
1878 0.816837728023529 0.184371903538704 0.559884548187256 0.0725812613964081
1879 -0.169736266136169 0.744940876960754 -0.919367730617523 0.00469063315540552
1880 0.39624685049057 -0.164043128490448 0.664629638195038 -0.104339629411697
1881 -0.170410066843033 -0.191279351711273 0.0776723176240921 -0.056803036481142
1882 0.918368577957153 -0.21587909758091 1.01927351951599 0.114974103868008
1883 0.693590760231018 -0.137350976467133 0.711108207702637 0.119833528995514
1884 0.853433072566986 0.355339258909225 0.442216098308563 0.0558777004480362
1885 0.238726422190666 0.132211282849312 0.115584626793861 -0.00906949117779732
1886 -0.324964761734009 -0.177348420023918 -0.115380257368088 -0.0322360768914223
