"YEAR" "GLOBAL (PgC/y)" "NORTH (PgC/y)" "TROPICS (PgC/y)" "SOUTH (PgC/y)"
1887 0.761832892894745 0.165234372019768 0.634737253189087 -0.0381387136876583
1888 1.24738538265228 0.632403492927551 0.551239967346191 0.063741959631443
1889 0.417705744504929 0.288271754980087 0.0799055621027946 0.049528431147337
1890 1.41890335083008 0.677232563495636 0.627182424068451 0.114488318562508
1891 -0.179423645138741 0.0655434280633926 -0.272614479064941 0.027647390961647
1892 0.322588384151459 -0.0222689490765333 0.347857564687729 -0.00300021376460791
1893 0.176312655210495 0.389833480119705 -0.106368087232113 -0.107152730226517
1894 0.413115650415421 0.283203601837158 0.214077681303024 -0.0841656550765038
1895 0.447795331478119 0.0392415449023247 0.301616966724396 0.106936804950237
1896 0.583514809608459 0.372081011533737 0.208451747894287 0.00298204249702394
1897 0.784552395343781 0.560609996318817 0.331867069005966 -0.107924684882164
1898 0.47105011343956 0.471861273050308 0.0701568573713303 -0.0709680020809174
1899 -0.826873004436493 -0.370757788419724 -0.325412333011627 -0.130702883005142
1900 0.462700426578522 0.0314872674643993 0.448283582925797 -0.0170704293996096
1901 0.847066521644592 0.0937077850103378 0.700944542884827 0.0524142310023308
1902 -0.468209594488144 0.0397964492440224 -0.371658831834793 -0.136347219347954
1903 0.460299402475357 0.266529679298401 0.1542589366436 0.0395107753574848
1904 1.49772226810455 0.199478313326836 1.18474113941193 0.113502889871597
1905 0.0312569551169872 -0.0260815992951393 -0.016550000756979 0.0738885551691055
1906 1.31035554409027 0.68741899728775 0.553017497062683 0.069919042289257
1907 1.35963213443756 0.416809797286987 0.861115217208862 0.0817071795463562
1908 0.63736492395401 0.30475440621376 0.403084695339203 -0.0704741626977921
1909 0.350380063056946 -0.285107910633087 0.580508530139923 0.054979432374239
1910 1.17535829544067 0.248712345957756 0.840220332145691 0.0864256396889687
1911 0.759711503982544 0.342100560665131 0.339470237493515 0.0781406685709953
1912 0.663162469863892 0.690255522727966 0.0375343859195709 -0.0646274462342262
1913 0.615216553211212 0.0849284529685974 0.522478401660919 0.00780968647450209
1914 0.627978980541229 0.961811125278473 -0.166583865880966 -0.167248323559761
1915 0.599807441234589 0.933913826942444 -0.29785081744194 -0.0362555831670761
1916 0.880529403686523 -0.043426401913166 0.913779497146606 0.0101763242855668
1917 1.65806472301483 -0.285534471273422 1.74019944667816 0.20339971780777
1918 0.963460803031921 0.0844177305698395 0.737989783287048 0.141053333878517
1919 -0.69603431224823 0.121556028723717 -0.650810837745667 -0.166779488325119
1920 1.04099583625793 0.34296378493309 0.680179834365845 0.0178522728383541
1921 1.92625176906586 0.493739813566208 1.24613559246063 0.186376333236694
1922 0.749819993972778 0.223835468292236 0.448521286249161 0.0774632468819618
1923 1.67903530597687 0.32373970746994 1.36640322208405 -0.0111077157780528
1924 0.287321865558624 0.0345050320029259 0.207366943359375 0.0454498901963234
1925 1.16841900348663 0.258605927228928 0.827761352062225 0.0820517092943192
1926 -0.0351561196148396 0.251164019107819 -0.334879696369171 0.048559557646513
1927 1.04428672790527 0.278163611888885 0.801937460899353 -0.0358143299818039
1928 0.275151282548904 0.108885504305363 0.16853603720665 -0.00227025733329356
1929 0.90028989315033 -0.0636692941188812 1.05339217185974 -0.089433029294014
1930 0.972304224967957 0.232939228415489 0.727184951305389 0.012180034071207
1931 -0.0868597775697708 -0.0501497276127338 -0.192822933197021 0.156112879514694
1932 0.770781576633453 0.427930444478989 0.179806515574455 0.163044586777687
1933 0.653717935085297 0.0907939225435257 0.54793792963028 0.0149860726669431
1934 1.57150876522064 0.178735613822937 1.33561027050018 0.0571628510951996
1935 0.569407522678375 0.188041180372238 0.362230092287064 0.019136231392622
1936 -0.0337329432368279 -0.599915266036987 0.534275054931641 0.0319072343409061
1937 0.331157237291336 0.279091715812683 0.0669931992888451 -0.0149276861920953
1938 0.566792666912079 0.485603958368301 0.150053113698959 -0.0688644051551819
1939 1.0358601808548 0.0639885663986206 0.865073323249817 0.106798358261585
1940 0.811438322067261 0.481458932161331 0.373273611068726 -0.0432942286133766
1941 0.393008708953857 0.961945235729218 -0.575522541999817 0.0065859742462635
1942 0.571297705173492 0.503030180931091 0.0463031865656376 0.0219642985612154
1943 1.69120919704437 0.529258072376251 1.07082200050354 0.0911292359232903
1944 1.06164562702179 0.576271951198578 0.538556933403015 -0.053183238953352
1945 0.956560373306274 0.408949971199036 0.598046123981476 -0.0504357069730759
1946 1.13659977912903 0.507885456085205 0.566847205162048 0.0618670806288719
1947 1.12373483181 0.49736300110817 0.508452773094177 0.117919109761715
1948 0.64275723695755 0.35057470202446 0.253813832998276 0.0383687093853951
1949 0.604440271854401 0.284521818161011 0.310060262680054 0.00985817704349756
1950 2.37760806083679 0.488244324922562 1.85156297683716 0.0378007404506207
1951 1.27436625957489 0.103375189006329 1.11010956764221 0.0608815029263496
1952 0.597955763339996 0.250945329666138 0.31434366106987 0.0326667614281178
1953 1.3729465007782 0.422765851020813 0.918412268161774 0.0317683406174183
1954 1.36609423160553 0.352152615785599 0.977694392204285 0.0362472124397755
1955 1.79075813293457 0.0284064374864101 1.59094715118408 0.171404495835304
1956 2.11978101730347 0.000973860267549753 1.95313239097595 0.165674731135368
1957 1.07667100429535 0.581156075000763 0.43371444940567 0.0618004240095615
1958 0.348127394914627 0.705654799938202 -0.396710902452469 0.0391835160553455
1959 1.63688540458679 0.768476724624634 0.776042401790619 0.0923663154244423
1960 1.51750564575195 0.459412932395935 0.968263626098633 0.089829109609127
1961 1.06539046764374 0.120007082819939 0.87814599275589 0.0672373995184898
1962 1.3172595500946 0.360715091228485 0.972518622875214 -0.0159741770476103
1963 1.24662065505981 0.41487529873848 0.616537034511566 0.215208321809769
1964 1.71089041233063 0.717136085033417 0.865661144256592 0.128093212842941
1965 0.556651592254639 0.405516475439072 0.204565182328224 -0.0534300319850445
1966 1.18626654148102 0.41422438621521 0.77898383140564 -0.00694166356697679
1967 2.8108434677124 0.987518846988678 1.8600697517395 -0.0367451459169388
1968 2.77599668502808 1.11319017410278 1.57493031024933 0.0878760740160942
1969 0.62068772315979 0.79504007101059 -0.225999042391777 0.0516466610133648
1970 0.601994454860687 0.394984602928162 0.224845185875893 -0.0178353618830442
1971 2.70815753936768 0.448135882616043 2.22029209136963 0.0397294163703918
1972 1.78397727012634 0.718316376209259 1.07496893405914 -0.00930802710354328
1973 2.34665822982788 1.195836186409 1.00867450237274 0.142147615551949
1974 4.31432151794434 0.52133321762085 3.50165867805481 0.291329592466354
1975 3.17838978767395 0.529667675495148 2.38623332977295 0.262488901615143
1976 3.69244456291199 1.26579749584198 2.26213383674622 0.164513155817986
1977 2.75320816040039 1.16566598415375 1.63070714473724 -0.0431649200618267
1978 2.72561883926392 0.942702829837799 1.72085285186768 0.0620630271732807
1979 2.15072655677795 1.10666990280151 0.853894054889679 0.190162628889084
1980 1.2859810590744 0.738613128662109 0.635884821414948 -0.088516928255558
1981 3.44896793365479 1.35143172740936 2.02352905273438 0.0740069597959518
1982 2.03209519386292 1.19529104232788 0.874208390712738 -0.0374042727053165
1983 0.991345763206482 1.21576714515686 -0.268498867750168 0.0440774820744991
1984 2.90042304992676 0.802785575389862 1.83154618740082 0.266091227531433
1985 3.0308723449707 1.11319899559021 1.70764780044556 0.210025414824486
1986 2.672447681427 1.16096651554108 1.4107323884964 0.100748814642429
1987 1.24241089820862 1.41172015666962 -0.310577094554901 0.141267895698547
1988 3.00402307510376 1.15315306186676 1.74960553646088 0.101264379918575
1989 4.25112295150757 1.19815242290497 2.8974781036377 0.155492439866066
1990 3.07558798789978 2.06159925460815 0.945381283760071 0.0686072781682014
1991 3.17636752128601 1.45369899272919 1.74042141437531 -0.0177529193460941
1992 2.77314972877502 1.78726243972778 0.777564883232117 0.208322390913963
1993 3.57222843170166 1.77778255939484 1.51454293727875 0.279902756214142
1994 2.33857345581055 0.979715168476105 1.34829246997833 0.0105657353997231
1995 2.32440447807312 1.18997824192047 1.02225077152252 0.112175516784191
1996 3.11327195167542 0.894027769565582 2.05169463157654 0.167549476027489
1997 3.22024273872375 1.46929001808167 1.63787126541138 0.113081477582455
1998 1.71754145622253 1.21835851669312 0.30929771065712 0.189885228872299
1999 3.72140049934387 1.06010496616364 2.48404669761658 0.177248880267143
2000 4.13859081268311 0.873248636722565 2.9779314994812 0.287410467863083
2001 2.69183802604675 0.980623424053192 1.5522084236145 0.159006208181381
2002 1.41983687877655 1.28837764263153 0.207652896642685 -0.0761936008930206
2003 3.26379656791687 1.65153980255127 1.62674939632416 -0.014492672868073
2004 4.5427508354187 1.89215815067291 2.46476244926453 0.185830131173134
2005 3.0784113407135 1.87048900127411 1.04846823215485 0.15945403277874
2006 4.40029668807983 1.14658296108246 3.11335039138794 0.140363320708275
2007 3.90650677680969 1.6403294801712 2.25046491622925 0.0157124530524015
2008 4.63024950027466 1.63941073417664 2.77454566955566 0.216293305158615
2009 3.50791597366333 1.91454565525055 1.65427768230438 -0.0609073638916016
2010 3.29269123077393 1.48815250396729 1.67792952060699 0.126609191298485
2011 4.62217855453491 1.39487028121948 2.96526551246643 0.262042820453644
2012 3.1222608089447 1.30461621284485 1.73258209228516 0.0850624740123749
2013 3.12009453773499 1.66378426551819 1.47764873504639 -0.0213385168462992
2014 4.32180881500244 1.91386663913727 2.32462072372437 0.0833214446902275
2015 2.99025082588196 1.95966041088104 0.977267324924469 0.0533231236040592
2016 3.615065574646 2.53346562385559 0.96069723367691 0.120902568101883
