,ELUC_net,ELUC_turnover,ELUC_harvest,ELUC_all
1595,0.033482913,-0.023313847,0.004594433,0.014763498
1596,0.044177728,-0.018230646,-0.011469028,0.014478055
1597,-0.092622171,-0.038615957,-0.003372229,-0.134610357
1598,-0.003770996,-0.044543878,-0.018982053,-0.067296926
1599,-0.00679059,-0.044888874,-0.003638073,-0.055317537
1600,-0.012984882,-0.003945741,0.001227119,-0.015703504
1601,-0.060849939,0.009942648,-0.009113719,-0.06002101
1602,-0.01914173,-0.015563854,-0.005357825,-0.040063409
1603,-0.00406155,-0.014301578,-0.010473162,-0.028836291
1604,-0.019956897,-0.031139259,-0.000213691,-0.051309848
1605,0.03680744,-0.041902169,-0.017404738,-0.022499467
1606,0.039397508,-0.022237607,-0.005115564,0.012044336
1607,-0.07189003,-0.047464374,-0.003080135,-0.12243454
1608,-0.0686193,-0.008567285,-0.018960272,-0.096146857
1609,-0.006094563,-0.012094268,-0.005670672,-0.023859503
1610,0.034782235,-0.025398381,-0.011401662,-0.002017808
1611,-0.03940354,-0.016437284,-0.000894561,-0.056735386
1612,-0.031032731,0.007800228,-0.011764134,-0.034996637
1613,-0.003783868,-0.010656485,-0.004924727,-0.019365081
1614,-0.010210085,-0.014422634,-0.009410722,-0.034043442
1615,0.023302575,-0.024750985,-0.005242157,-0.006690567
1616,0.048823316,-0.032429768,-0.007232082,0.009161466
1617,-0.051962687,-0.02373473,-0.012744765,-0.088442182
1618,-0.052016586,-0.025396645,-0.015503039,-0.09291627
1619,0.01866748,-0.038075674,-0.002862848,-0.022271042
1620,-0.01716297,0.01248323,-0.000994277,-0.005674017
1621,-0.062762936,-0.024207283,-0.01185523,-0.098825448
1622,-0.077150124,0.020698285,-0.007221379,-0.063673218
1623,-0.023748086,-0.009877754,-0.006618705,-0.040244545
1624,-0.008798199,2.20E-05,-0.01077177,-0.019547977
1625,0.038659634,-0.024684916,-0.01144728,0.002527439
1626,0.022541642,-0.002150773,0.00299921,0.02339008
1627,-0.047104906,-0.009706606,-0.005540582,-0.062352094
1628,0.003961124,-0.018940621,-0.018833912,-0.033813409
1629,-0.06720412,-0.025099354,-0.008382904,-0.100686378
1630,-0.019964644,0.002598539,-0.013183767,-0.030549872
1631,-0.022134634,-0.004114067,-0.002140454,-0.028389155
1632,-0.031533404,-0.001894614,-0.004348768,-0.037776786
1633,-0.047402234,-0.003511522,-0.010361018,-0.061274774
1634,-0.013350642,-0.010343078,-0.007264576,-0.030958296
1635,0.045264028,-0.020654574,-0.01653812,0.008071333
1636,0.020918791,0.01051152,-0.005213313,0.026216998
1637,-0.068119695,-0.01225188,-0.018485927,-0.098857502
1638,-0.017983578,-0.010091403,-0.012349021,-0.040424002
1639,-0.019684737,-0.023111986,-0.004968851,-0.047765574
1640,-0.003841546,-0.027381297,0.020469168,-0.010753675
1641,-0.064474547,0.006281121,-0.012678051,-0.070871478
1642,-0.057866775,0.004655939,-0.011495991,-0.064706828
1643,-0.039435096,0.003984799,0.003164477,-0.032285821
1644,-0.011606849,-0.011745528,0.006024287,-0.01732809
1645,0.026294265,-0.029937979,-0.009760795,-0.013404509
1646,0.039516758,-0.022882571,-0.009139491,0.007494696
1647,-0.086931591,-0.019801917,-0.002697596,-0.109431105
1648,0.005051542,-0.025714573,-0.005463962,-0.026126993
1649,-0.068662304,-0.02614346,-0.011012597,-0.105818361
1650,0.006037784,-0.009453978,0.008200963,0.00478477
1651,-0.067099418,-0.011091401,-0.008703625,-0.086894445
1652,-0.022300061,0.004324426,-0.003227317,-0.021202951
1653,-0.047784753,-0.024664047,-0.001094564,-0.073543364
1654,-0.023107247,-0.016584488,0.001079285,-0.03861245
1655,0.051597448,-0.045010458,-0.011516956,-0.004929966
1656,0.026179164,-0.021244213,0.018331787,0.023266738
1657,-0.063297226,-0.024107082,-0.00876818,-0.096172488
1658,-0.004464918,-0.024344772,-0.010305369,-0.03911506
1659,-0.031853503,-0.028219509,-0.005705299,-0.065778311
1660,-0.025926935,-0.034639557,0.027970522,-0.032595971
1661,-0.040697,-0.001755836,-0.014523717,-0.056976554
1662,-0.048500597,0.011089968,-0.004581146,-0.041991775
1663,-0.085693888,-0.018077958,-0.005949387,-0.109721233
1664,-0.012571566,-0.004461271,-0.012126589,-0.029159426
1665,0.045758404,-0.037604019,-0.017010402,-0.008856017
1666,0.024528514,-0.0272937,0.007735986,0.004970799
1667,-0.061631113,-0.028378281,-0.004936396,-0.094945791
1668,-0.02918385,-0.033408697,0.005691767,-0.05690078
1669,-0.035867625,-0.034994511,-0.00854421,-0.079406346
1670,-0.018387414,0.006773516,-0.005304201,-0.016918098
1671,-0.044884505,-0.015741521,0.006178621,-0.054447405
1672,-0.027616957,0.012694176,-0.011698691,-0.026621472
1673,-0.097845437,-0.009605787,-0.004127141,-0.111578364
1674,0.000594421,-0.015255694,-0.016040428,-0.030701701
1675,0.042538444,-0.020794598,0.003930143,0.025673988
1676,0.048764912,-0.008271765,-0.019768575,0.020724572
1677,-0.087493012,0.000272447,-0.007833988,-0.095054553
1678,-0.023300959,-0.017297083,-0.015209152,-0.055807194
1679,-0.026146079,-0.043176212,-0.006623588,-0.075945879
1680,-0.024712147,-0.015091366,-0.005839729,-0.045643242
1681,-0.051962964,-0.006146526,-0.013531521,-0.071641011
1682,-0.034635534,-0.024935042,-0.00067903,-0.060249605
1683,-0.07349779,-0.036344823,-0.003678867,-0.11352148
1684,0.006555898,-0.018872875,0.002157953,-0.010159024
1685,0.048905514,-0.042995891,-0.008033507,-0.002123884
1686,0.019770539,-0.009320062,-0.009400152,0.001050324
1687,-0.081598513,-0.004780904,-0.016334564,-0.102713981
1688,-0.02207863,-0.049673092,-0.003284734,-0.075036455
1689,-0.03946688,-0.047178186,-0.001185281,-0.087830347
1690,-0.010922312,-0.011519614,-0.005737447,-0.028179373
1691,-0.042163627,-0.022512537,-0.007881588,-0.072557751
1692,-0.025025335,-0.006897754,0.000458722,-0.031464367
1693,-0.129239367,-0.023560832,-0.017124393,-0.169924591
1694,-0.00730105,-0.026661202,0.008144084,-0.025818168
1695,0.031653384,-0.015963956,-0.025595432,-0.009906004
1696,0.031341661,-0.007210157,0.004764945,0.028896449
1697,-0.047350473,0.017653023,-0.014963356,-0.044660805
1698,-0.020906965,-0.016110296,-0.000977223,-0.037994484
1699,-0.027487535,-0.013665149,-0.006579591,-0.047732275
1700,-0.017932382,0.01705435,-0.011328077,-0.012206108
1701,-0.070009104,0.006837059,-0.018509929,-0.081681973
1702,-0.032174651,-0.002499923,-0.003643314,-0.038317888
1703,-0.131617643,-0.023688078,0.002605878,-0.152699844
1704,-0.016875073,0.010620343,-0.014609445,-0.020864175
1705,0.015956075,-0.007919913,-0.02555205,-0.017515888
1706,-0.006574747,0.020247225,-0.001251121,0.012421356
1707,-0.080192717,0.016801608,-0.010221253,-0.073612362
1708,-0.035931664,0.006969289,-0.008424626,-0.037387
1709,-0.070855035,0.009974363,0.001622165,-0.059258507
1710,0.028569258,0.038044124,-0.016216832,0.050396551
1711,-0.093058847,0.017447814,-0.008229766,-0.083840798
1712,-0.013532016,0.057100577,-0.020669723,0.022898838
1713,-0.137369446,0.014571964,-0.014752208,-0.137549689
1714,-0.050487735,0.030207084,-0.002843914,-0.023124565
1715,0.00258024,0.010165812,-0.017108895,-0.004362843
1716,-0.027418627,0.011752958,0.002901336,-0.012764332
1717,-0.082246884,0.041971866,-0.017306025,-0.057581043
1718,-0.073384534,-0.010888338,-0.00932748,-0.093600351
1719,-0.02596197,-0.003007573,-0.00806692,-0.037036463
1720,0.018309399,0.021893134,-0.010867517,0.029335017
1721,-0.06454731,0.027852813,-0.008398259,-0.045092757
1722,-0.00917571,0.018333569,-0.020854128,-0.011696269
1723,-0.116504997,0.008743832,-0.024211371,-0.131972536
1724,-0.038672066,0.003008406,0.001067564,-0.034596096
1725,0.043757933,-0.00322717,-0.017707881,0.022822882
1726,-0.021353118,6.11E-05,0.001709139,-0.019582864
1727,-0.092075135,-0.002487099,-0.00317049,-0.097732723
1728,-0.093299944,0.000221107,-0.008276696,-0.101355532
1729,-0.026456256,-0.019869033,-0.004801198,-0.051126487
1730,-0.013359647,0.024978121,-0.013380434,-0.00176196
1731,-0.05435331,0.005287176,-0.007495293,-0.056561427
1732,-0.011860613,0.008998258,-0.001842436,-0.004704791
1733,-0.137617285,-0.002553782,-0.009852122,-0.150023189
1734,-0.04822128,-0.015893011,-0.002021902,-0.066136192
1735,0.017930303,-0.011843898,-0.018314576,-0.012228171
1736,0.006239332,-0.001334005,0.004093974,0.008999302
1737,-0.105599786,-0.010283009,-0.022236416,-0.138119212
1738,-0.067451019,-0.022473911,0.002784202,-0.087140728
1739,-0.019852914,-0.008362759,-0.023008943,-0.051224615
1740,-0.005721807,0.01561833,-0.008806235,0.001090288
1741,-0.116915108,-0.003453338,-0.015739646,-0.136108092
1742,-0.05047502,0.004027483,-0.0052088,-0.051656338
1743,-0.140402937,-0.016399448,-0.009770165,-0.166572549
1744,-0.067305153,0.004378153,-0.024350229,-0.087277229
1745,0.015635438,-0.026288312,-0.025287348,-0.035940222
1746,-0.031064252,0.021361106,-0.005757922,-0.015461068
1747,-0.123634343,0.004261456,-0.028318835,-0.147691723
1748,-0.128599915,0.011194664,-0.014876443,-0.132281693
1749,-0.044291025,-0.022303019,-0.011422411,-0.078016455
1750,-0.044047918,0.032903099,-0.018284733,-0.029429552
1751,-0.089657426,-0.000427513,-0.000389483,-0.090474421
1752,-0.051875214,0.02304624,-0.024624661,-0.053453635
1753,-0.142977121,0.012007948,-0.02560819,-0.156577362
1754,-0.096042054,-0.003250091,0.001997554,-0.09729459
1755,0.031764307,0.002580261,-0.026069157,0.008275412
1756,-0.068265119,-0.016923232,-0.009828479,-0.095016831
1757,-0.147398986,0.014411242,-0.026894259,-0.159882003
1758,-0.094735109,-0.042098582,-0.024304184,-0.161137874
1759,-0.029311709,-0.030319676,-0.014715778,-0.074347163
1760,-0.022479473,-0.010087645,-0.018429973,-0.050997091
1761,-0.105473995,-0.018341578,-0.010047241,-0.133862814
1762,-0.085215038,-0.006348323,-0.019073607,-0.110636968
1763,-0.153259244,-0.045636947,-0.014294418,-0.213190609
1764,-0.119169786,-0.022187856,-0.006678175,-0.148035816
1765,0.031716212,-0.034521318,-0.031973867,-0.034778973
1766,-0.077724975,0.019274925,-0.026391921,-0.08484197
1767,-0.152348719,-0.00272497,-0.017939351,-0.173013039
1768,-0.116482925,-0.041377035,-0.022594391,-0.180454351
1769,-0.053924292,-0.050681354,-0.015967757,-0.120573403
1770,-0.05759635,0.012330499,-0.026195509,-0.07146136
1771,-0.099075802,0.000675509,-0.016664859,-0.115065152
1772,-0.092371663,-0.011075675,-0.017700576,-0.121147914
1773,-0.191752166,-0.048471642,-0.012039125,-0.252262933
1774,-0.153142027,-0.037615191,-0.015776166,-0.206533384
1775,0.024581648,-0.050753955,-0.001817927,-0.027990234
1776,-0.118923543,-0.017390572,-0.038675243,-0.174989359
1777,-0.182481561,-0.003290346,-0.031512267,-0.217284174
1778,-0.168110193,-0.056035482,-0.029548471,-0.253694146
1779,-0.118299198,-0.048550633,-0.021533081,-0.188382912
1780,-0.091958324,0.010034616,-0.018931511,-0.100855219
1781,-0.073890122,-0.020142289,-0.022250883,-0.116283295
1782,-0.092448445,-0.045272679,-0.015245514,-0.152966638
1783,-0.21212709,-0.048557432,-0.020831962,-0.281516485
1784,-0.168254704,-0.029243254,-0.011495744,-0.208993702
1785,0.002892755,-0.035520701,-0.032694431,-0.065322378
1786,-0.125800374,-0.019139031,0.001617405,-0.143322
1787,-0.171511317,-0.010520401,-0.022666763,-0.204698481
1788,-0.170099364,-0.041790334,-0.018699141,-0.230588839
1789,-0.082084962,-0.06826327,-0.015334153,-0.165682385
1790,-0.085979277,0.017858986,-0.02580348,-0.093923771
1791,-0.057415333,-0.000781399,-0.01406788,-0.072264612
1792,-0.117060802,-0.014065544,-0.007100967,-0.138227313
1793,-0.197633977,-0.008528396,-0.020108751,-0.226271123
1794,-0.149935496,-0.040041177,-0.008328745,-0.198305418
1795,0.02484698,-0.02688276,-0.018403139,-0.020438919
1796,-0.085555724,-0.030485304,-0.013637022,-0.12967805
1797,-0.164596903,-0.001695099,-0.022921701,-0.189213703
1798,-0.141597189,-0.053074429,-0.015032529,-0.209704147
1799,-0.084950659,-0.058592191,-0.023632441,-0.167175292
1800,-0.040456096,-0.000292953,-0.022700311,-0.063449361
1801,-0.090766609,0.023042147,-0.020036392,-0.087760854
1802,-0.139866551,-0.030206398,-0.016995387,-0.187068335
1803,-0.212343938,-0.048610817,-0.026393728,-0.287348483
1804,-0.1953404,-0.02412874,-0.016413897,-0.235883037
1805,0.02334905,-0.014855819,-0.023187886,-0.014694655
1806,-0.131210022,-0.030462715,-0.025122689,-0.186795426
1807,-0.18788614,-0.021728283,-0.021633699,-0.231248122
1808,-0.164144692,-0.056802813,-0.02164828,-0.242595786
1809,-0.151733435,-0.073725427,-0.022190114,-0.247648976
1810,-0.098727369,-0.018163631,-0.022605717,-0.139496717
1811,-0.126916598,-0.022174312,-0.0220776,-0.17116851
1812,-0.162179827,-0.003161895,-0.030031426,-0.195373149
1813,-0.201489885,-0.055138262,-0.017568283,-0.274196429
1814,-0.196972005,-0.03989494,-0.02357651,-0.260443455
1815,0.039119813,-0.051942623,-0.037323261,-0.05014607
1816,-0.134398745,-0.048215957,-0.01129623,-0.193910931
1817,-0.166077277,-0.033330883,-0.042598012,-0.242006171
1818,-0.160971443,-0.061462408,-0.020229684,-0.242663535
1819,-0.138530104,-0.046890003,-0.033745786,-0.219165893
1820,-0.107029729,-0.014679856,-0.029014882,-0.150724468
1821,-0.164664168,-0.025399145,-0.027568741,-0.217632054
1822,-0.206409914,-0.029576032,-0.030897061,-0.266883008
1823,-0.236454715,-0.07707211,-0.019984815,-0.33351164
1824,-0.246884951,-0.046158261,-0.025825408,-0.31886862
1825,-0.019225324,-0.056715905,-0.032633611,-0.108574839
1826,-0.187820044,-0.037138953,-0.0305837,-0.255542697
1827,-0.217104523,-0.061174395,-0.02141505,-0.299693967
1828,-0.215597806,-0.070566803,-0.044763837,-0.330928447
1829,-0.216451471,-0.091883849,-0.021145154,-0.329480474
1830,-0.15124017,-0.047905541,-0.018050087,-0.217195798
1831,-0.218119872,-0.059230443,-0.027567264,-0.304917579
1832,-0.224162675,-0.050599266,-0.050077589,-0.32483953
1833,-0.309741529,-0.072627675,-0.034836895,-0.417206098
1834,-0.294438074,-0.053226011,-0.039777169,-0.387441254
1835,-0.063150432,-0.057359833,-0.021716897,-0.142227161
1836,-0.230499872,-0.058964598,-0.028257038,-0.317721508
1837,-0.266898934,-0.044003368,-0.041244271,-0.352146573
1838,-0.284707447,-0.084409999,-0.035901598,-0.405019044
1839,-0.272743033,-0.06113193,-0.038974902,-0.372849866
1840,-0.205710447,-0.025583002,-0.036112291,-0.26740574
1841,-0.248099499,-0.014199992,-0.035521921,-0.297821413
1842,-0.262096263,-0.046143525,-0.051611577,-0.359851364
1843,-0.357100402,-0.027881946,-0.034590492,-0.419572841
1844,-0.341623667,-0.012407888,-0.030824452,-0.384856007
1845,-0.094760904,0.007119402,-0.035397738,-0.12303924
1846,-0.257832154,-0.037155419,-0.041488798,-0.336476371
1847,-0.345227397,0.011996207,-0.049295513,-0.382526703
1848,-0.267742105,-0.08010433,-0.037482098,-0.385328533
1849,-0.318192177,-0.045143035,-0.046958442,-0.410293654
1850,-0.232477411,-0.004260538,-0.054006309,-0.290744259
1851,-0.240794905,-0.014192476,-0.041905384,-0.296892764
1852,-0.313875449,-0.054578414,-0.013897957,-0.38235182
1853,-0.358149236,-0.053428709,-0.067317675,-0.478895621
1854,-0.415599833,-0.023928769,-0.039219888,-0.47874849
1855,-0.088141217,-0.047024352,-0.071033851,-0.206199421
1856,-0.342002956,-0.003704294,-0.029278466,-0.374985716
1857,-0.367321716,-0.009087772,-0.061897196,-0.438306684
1858,-0.358104135,-0.082268828,-0.070615734,-0.510988697
1859,-0.375984816,-0.049507829,-0.051023542,-0.476516187
1860,-0.319823366,-0.012020263,-0.057606584,-0.389450213
1861,-0.246745984,-0.03398387,-0.04060353,-0.321333385
1862,-0.301910421,-0.039090378,-0.046975904,-0.387976703
1863,-0.381183168,-0.042272471,-0.050255599,-0.473711238
1864,-0.352458223,-0.036094796,-0.060922521,-0.44947554
1865,-0.067126593,-0.030852872,-0.08172126,-0.179700726
1866,-0.240498239,-0.060049992,-0.038559138,-0.339107369
1867,-0.300151472,-0.012834604,-0.065006542,-0.377992617
1868,-0.275228482,-0.105476069,-0.057994395,-0.438698946
1869,-0.288126381,-0.043680232,-0.074134,-0.405940612
1870,-0.170793991,-0.021351882,-0.059022129,-0.251168002
1871,-0.239344063,-0.04524712,-0.049666582,-0.334257765
1872,-0.319716787,-0.020006973,-0.073121206,-0.412844965
1873,-0.389863072,-0.044959742,-0.069586171,-0.504408985
1874,-0.435687574,-0.05012473,-0.073432734,-0.559245038
1875,-0.124337168,-0.05969005,-0.060581697,-0.244608915
1876,-0.37335429,-0.067071263,-0.068485772,-0.508911325
1877,-0.460937694,-0.027163634,-0.080198949,-0.568300277
1878,-0.399795861,-0.102278686,-0.087528011,-0.589602558
1879,-0.462100684,-0.021235373,-0.075198101,-0.558534159
1880,-0.38572715,-0.000759605,-0.078607938,-0.465094694
1881,-0.343179422,-0.015260522,-0.065757065,-0.424197009
1882,-0.41164988,-0.02318265,-0.053306227,-0.488138758
1883,-0.471792733,-0.018865635,-0.082606803,-0.573265171
1884,-0.487740754,-0.020157137,-0.096396829,-0.60429472
1885,-0.204460282,-0.0661975,-0.080492393,-0.351150176
1886,-0.389452526,-0.029995804,-0.07660461,-0.49605294
1887,-0.511409297,-0.041478217,-0.08695755,-0.639845064
1888,-0.525505777,-0.075516688,-0.092264567,-0.693287032
1889,-0.55120835,-0.032565371,-0.084734976,-0.668508696
1890,-0.395495214,-0.031681408,-0.076188944,-0.503365566
1891,-0.350626417,-0.045720371,-0.077800841,-0.47414763
1892,-0.470753496,-0.033476384,-0.086414333,-0.590644214
1893,-0.607215692,-0.050888603,-0.079121664,-0.73722596
1894,-0.602730476,-0.032842885,-0.09033124,-0.725904602
1895,-0.338093559,-0.07390039,-0.084511564,-0.496505513
1896,-0.505519435,-0.026349082,-0.085930429,-0.617798947
1897,-0.56713149,-0.016635641,-0.094279315,-0.678046446
1898,-0.575169413,-0.125477825,-0.075908306,-0.776555544
1899,-0.610240185,-0.029747956,-0.095763793,-0.735751934
1900,-0.473001233,-0.047040168,-0.07693913,-0.596980531
1901,-0.431527616,-0.028000049,-0.116751421,-0.576279087
1902,-0.580399294,-0.019012117,-0.122017339,-0.72142875
1903,-0.627759232,-0.03328341,-0.128568639,-0.789611281
1904,-0.658663503,-0.051920987,-0.096179514,-0.806764003
1905,-0.342208254,-0.046063589,-0.097860321,-0.486132165
1906,-0.516828553,-0.039265777,-0.110867295,-0.666961625
1907,-0.612502441,-0.057409785,-0.122997434,-0.79290966
1908,-0.622874657,-0.09226597,-0.1052882,-0.820428827
1909,-0.687745741,-0.041528211,-0.11923753,-0.848511482
1910,-0.536159371,-0.030679732,-0.125477357,-0.69231646
1911,-0.360005161,-0.0658212,-0.126624751,-0.552451112
1912,-0.319874776,-0.062268604,-0.111164337,-0.493307716
1913,-0.634632068,-0.029433689,-0.112218496,-0.776284254
1914,-0.575648262,-0.081228917,-0.133050264,-0.789927444
1915,-0.441833234,-0.105439887,-0.134658977,-0.681932098
1916,-0.519752689,-0.122329124,-0.110994014,-0.753075826
1917,-0.611670238,-0.103197574,-0.126285716,-0.841153528
1918,-0.464581782,-0.163430608,-0.110911363,-0.738923753
1919,-0.251108652,-0.102114274,-0.139842525,-0.49306545
1920,-0.355853832,-0.129068549,-0.119775215,-0.604697595
1921,-0.379929106,-0.100304159,-0.144779782,-0.625013047
1922,-0.526533026,-0.135375423,-0.129317397,-0.791225846
1923,-0.603997283,-0.07265472,-0.150318273,-0.826970275
1924,-0.475829054,-0.109227228,-0.118684387,-0.70374067
1925,-0.47838309,-0.064808548,-0.148178928,-0.691370566
1926,-0.557883314,-0.123373976,-0.116603031,-0.797860321
1927,-0.444072586,-0.15751595,-0.144455595,-0.746044131
1928,-0.607192682,-0.106929418,-0.144481983,-0.858604083
1929,-0.594336322,-0.126480351,-0.142479324,-0.863295997
1930,-0.494706094,-0.062038479,-0.154749576,-0.711494149
1931,-0.738867065,-0.075105033,-0.159129266,-0.973101364
1932,-0.551869665,-0.109196137,-0.139279051,-0.800344852
1933,-0.794503051,-0.140517875,-0.146997139,-1.082018065
1934,-0.696726521,-0.155429673,-0.158384969,-1.010541163
1935,-0.771193347,-0.151590254,-0.138457884,-1.061241485
1936,-0.695410937,-0.099824256,-0.122463291,-0.917698485
1937,-0.807565112,-0.121830103,-0.145395415,-1.07479063
1938,-0.509075623,-0.176063665,-0.130823752,-0.81596304
1939,-0.921751526,-0.104038947,-0.175735159,-1.201525632
1940,-0.858027275,-0.120085154,-0.152492648,-1.130605077
1941,-1.106395254,-0.113903791,-0.142252848,-1.362551893
1942,-0.972779172,-0.126812412,-0.146541323,-1.246132907
1943,-1.009511104,-0.221925465,-0.1354604,-1.366896968
1944,-0.736582861,-0.131734356,-0.145789016,-1.014106232
1945,-0.89902337,-0.171239876,-0.157221917,-1.227485163
1946,-0.855796391,-0.203906207,-0.179548195,-1.239250793
1947,-1.084836142,-0.258126155,-0.13677811,-1.479740407
1948,-0.903552378,-0.246127861,-0.145203975,-1.294884214
1949,-0.651185644,-0.231507869,-0.159902663,-1.042596177
1950,-0.816481693,-0.250957552,-0.160939934,-1.228379179
1951,-0.868508171,-0.355739944,-0.163162997,-1.387411112
1952,-0.986843037,-0.323544808,-0.150162362,-1.460550208
1953,-0.684698246,-0.331815749,-0.168728527,-1.185242523
1954,-1.08010709,-0.372725609,-0.216379506,-1.669212204
