,ELUC_net,ELUC_turnover,ELUC_harvest,ELUC_all
1955,-1.13505109,-0.297084113,-0.190126072,-1.622261275
1956,-1.181241961,-0.445760936,-0.149752981,-1.776755879
1957,-0.771623609,-0.4214362,-0.130031885,-1.323091694
1958,-0.823099516,-0.468943454,-0.181643365,-1.473686335
1959,-1.066483573,-0.416531129,-0.237065758,-1.72008046
1960,-1.206015521,-0.360824655,-0.219098263,-1.785938439
1961,-0.424519798,-0.41562651,-0.222995351,-1.063141659
1962,-0.71366718,-0.406743016,-0.24589025,-1.366300446
1963,-0.677125523,-0.477329634,-0.276396883,-1.430852039
1964,-0.570111482,-0.419776157,-0.198735135,-1.188622775
1965,-0.522568256,-0.359784673,-0.267853972,-1.150206901
1966,-0.596805906,-0.343689361,-0.276771421,-1.217266687
1967,-0.556002395,-0.287154972,-0.302077545,-1.145234912
1968,-0.897277359,-0.223318903,-0.271144077,-1.391740339
1969,-0.746579764,-0.242649181,-0.254517956,-1.243746901
1970,-0.826980411,-0.149635891,-0.29502286,-1.271639161
1971,-0.637801075,-0.200595298,-0.26780959,-1.106205963
1972,-0.716371183,-0.220871909,-0.244121653,-1.181364745
1973,-0.71695379,-0.217425983,-0.206668349,-1.141048122
1974,-0.985129678,-0.193502894,-0.277034366,-1.455666938
1975,-0.610492226,-0.190285888,-0.323085371,-1.123863485
1976,-1.235590721,-0.138815985,-0.285503086,-1.659909792
1977,-0.679711944,-0.176646886,-0.292349398,-1.148708228
1978,-0.937361077,-0.17751375,-0.341476895,-1.456351721
1979,-0.781497742,-0.116333018,-0.33521911,-1.23304987
1980,-0.746746821,-0.112697184,-0.314746373,-1.174190378
1981,-0.710583482,-0.201042357,-0.305343479,-1.216969318
1982,-1.161916995,-0.20764141,-0.28227478,-1.651833186
1983,-0.540476478,-0.172499694,-0.289169461,-1.002145634
1984,-1.278702179,-0.134439976,-0.321529271,-1.734671426
1985,-1.168222183,-0.189732374,-0.362746323,-1.720700881
1986,-1.021447166,-0.184022345,-0.306449524,-1.511919035
1987,-0.984116011,-0.275965096,-0.354396439,-1.614477546
1988,-0.65456481,-0.20093325,-0.370883684,-1.226381745
1989,-1.412092033,-0.237822708,-0.326019114,-1.975933855
1990,-1.142438555,-0.235950395,-0.326778678,-1.705167628
1991,-0.704575179,-0.220864025,-0.292875389,-1.218314592
1992,-0.991068246,-0.203394216,-0.316694084,-1.511156546
1993,-1.253794772,-0.258063072,-0.299033394,-1.810891239
1994,-0.622802881,-0.250888443,-0.259661907,-1.133353231
1995,-0.53660647,-0.145576725,-0.321033588,-1.003216783
1996,-1.070583765,-0.218019217,-0.381995314,-1.670598296
1997,-0.898435356,-0.182438601,-0.317626432,-1.398500389
1998,-0.677213854,-0.259108305,-0.241141249,-1.177463408
1999,-1.108697909,-0.246997127,-0.277072627,-1.632767662
2000,-1.125388722,-0.136652052,-0.346466086,-1.60850686
2001,-0.842601649,-0.093560746,-0.281981649,-1.218144044
2002,-0.601603677,-0.068909445,-0.277164969,-0.94767809
2003,-0.730387559,-0.249732249,-0.246037738,-1.226157547
2004,-0.894727839,-0.103224221,-0.333110718,-1.331062777
2005,-0.904706376,-0.155325567,-0.349828941,-1.409860884
