2013,0.914,0.947,0.687,0.643,0.817,0.895,0.705,0.752,0.794,0.869,1.087,0.865
2013,34,34,35,34,34,35,34,34,35,34,35,35
2014,0.945,0.496,0.972,1.043,0.919,0.892,0.729,0.842,0.826,0.97,0.726,1.096
2014,34,34,34,34,34,34,34,34,34,34,34,33
2015,1.235,1.197,1.26,0.918,1.016,1.093,0.845,0.963,1.053,1.187,1.267,1.748
2015,34,34,33,33,34,34,34,34,33,34,34,34
2016,1.381,2.06,1.911,1.558,1.094,1.099,1.058,1.213,1.168,0.85,0.83,1.092
2016,34,34,34,34,33,33,33,33,33,33,34,33
2017,1.3,1.524,1.474,1.07,0.946,0.992,1.064,1.06,1.025,0.979,0.898,1.148
2017,32,32,32,32,32,32,32,32,32,32,32,32
2018,0.988,0.955,1.08,1.094,1.011,0,0,0,0,0,0,0
2018,32,32,32,31,29,0,0,0,0,0,0,0
